text,clean_text,sentiment,intent,topic
@VirginAmerica omg omg😍😍 nonstop Dallas to Austin on virgin✨😱✈️,omg omg nonstop Dallas to Austin on virgin,Negative,Complaint,Flight Status
@VirginAmerica Your planes are really pretty. Just thought u should know that. :),Your planes are really pretty. Just thought u should know that.,Positive,Information,Feedback
@VirginAmerica when are you flying to hawaii,when are you flying to hawaii,Positive,Change,Flight Status
@VirginAmerica I'm pulling my hair out trying to book a flight with u. Your site doesn't work on iPhone or iPad.don't have a computer #help,Im pulling my hair out trying to book a flight with u. Your site doesnt work on iPhone or iPad.dont have a computer,Negative,Complaint,Flight Booking
@VirginAmerica thank you,thank you,Positive,Rewards,Feedback
@VirginAmerica Can I get some help with a support ticket? It's been 15 days.... Incident: 150202-000419 Thank you!,Can I get some help with a support ticket? Its been 15 days.... Incident 150202000419 Thank you!,Negative,Support,Customer Service
@VirginAmerica good to be home #texas #moodlighting http://t.co/N3BVZTY3zI,good to be home,Positive,Feedback,Feedback
@VirginAmerica I cannot even open my laptop in seat 4C and I paid a premium for this?!!   Let me out of here!,I cannot even open my laptop in seat 4C and I paid a premium for this?!! Let me out of here!,Negative,Seating,Flight Seating
@VirginAmerica I am in seat 4C and I cannot even open my laptop; and I paid extra for this seat!!,I am in seat 4C and I cannot even open my laptop and I paid extra for this seat!!,Negative,Seating,Flight Seating
.@VirginAmerica If only you guys were starting those flights at the end of the month! Guess I’m still road tripping on Feb 27…,. If only you guys were starting those flights at the end of the month! Guess Im still road tripping on Feb 27,Negative,Complaint,Flight Delay
"@VirginAmerica thanks for that. Been needing a way to make those Austin trips from DCA, and now you've come through!","thanks for that. Been needing a way to make those Austin trips from DCA, and now youve come through!",Positive,Feedback,Feedback
"@VirginAmerica announced New Route to Austin w/fares from $39/way. 
http://t.co/gA8pbamu0C",announced New Route to Austin wfares from 39way.,Positive,Change,Flight Change
@VirginAmerica Really? Sprint? I thought you guys were 'kewl'! 0_0,Really? Sprint? I thought you guys were kewl! 00,Positive,Complaint,Customer Service
@VirginAmerica this is too cool!  Never been on ur planes but now I will!!,this is too cool! Never been on ur planes but now I will!!,Positive,Boarding,Flight Seating
@VirginAmerica you should have 39 dollar LAX-Las fares!!!,you should have 39 dollar LAXLas fares!!!,Positive,Discounts,Flight Discounts
@VirginAmerica great. Well deserved.,great. Well deserved.,Positive,Rewards,Feedback
@VirginAmerica FYI the info@virginamerica.com email address you say to contact in password reset emails doesn't exist. Emails bounce.,FYI the info.com email address you say to contact in password reset emails doesnt exist. Emails bounce.,Negative,Information,General Inquiry
@VirginAmerica Status match - 2 weeks have gone by and no news.Flt next week - hope flt will count towards requirement.  Cust Svc no help!!!,Status match 2 weeks have gone by and no news.Flt next week hope flt will count towards requirement. Cust Svc no help!!!,Negative,Change,Flight Reschedule
@VirginAmerica your website sucks donkey dicks. Just thought you should know. All best.,your website sucks donkey dicks. Just thought you should know. All best.,Negative,Complaint,Complaints
@VirginAmerica You should still develop an app - then you will be my favorite airline.,You should still develop an app then you will be my favorite airline.,Positive,Change,General Inquiry
@VirginAmerica all crap channels which is why I pay to watch UK tv,all crap channels which is why I pay to watch UK tv,Negative,Complaint,Complaints
@VirginAmerica got it. All set - Thanks!,got it. All set Thanks!,Positive,Feedback,Feedback
@VirginAmerica no A's channel this year?,no As channel this year?,Negative,Reschedule,General Inquiry
@VirginAmerica Only thing I see on passbook is Virgin Mobile Mexico. How do I integrate?,Only thing I see on passbook is Virgin Mobile Mexico. How do I integrate?,Negative,Information,General Inquiry
@VirginAmerica Giants and Virgin America. A match made in heaven.,Giants and Virgin America. A match made in heaven.,Positive,Amenities,Flight Amenities
"@VirginAmerica thank goodness!! Also, see you friday, nwk&gt;sf.. BOOM!","thank goodness!! Also, see you friday, nwkgtsf.. BOOM!",Positive,Reschedule,Feedback
@VirginAmerica how come you don't have an iPhone app? Still using and making me waste paper.,how come you dont have an iPhone app? Still using and making me waste paper.,Negative,Complaint,Complaints
@VirginAmerica Your back of seat entertainment system does not accept credit cards that  have an apostrophe in the surname. #apostrophefail,Your back of seat entertainment system does not accept credit cards that have an apostrophe in the surname.,Negative,Seating,Complaints
@VirginAmerica When will VX use all 6 LGA slots instead of 4 today? Adding AUS makes this less likely :(,When will VX use all 6 LGA slots instead of 4 today? Adding AUS makes this less likely,Negative,Change,Suggestions
@VirginAmerica is helping me step up my @Tinder game! #TinderTips #tinderchamp http://t.co/jBmVVha63A,is helping me step up my game!,Positive,Change,Feedback
@VirginAmerica I luv ur people and product! 1 thing is y do u charge for herbal tea but not black tea? I'm not a caffeine drinker,I luv ur people and product! 1 thing is y do u charge for herbal tea but not black tea? Im not a caffeine drinker,Positive,Complaint,Feedback
@VirginAmerica thank you! See y'all soon! I'm excited to see the expansion of destinations. Spread those wings!,thank you! See yall soon! Im excited to see the expansion of destinations. Spread those wings!,Positive,Change,Feedback
"@VirginAmerica announces new nonstop connecting @AUStinAirport &amp; @DallasLoveField, $39 intro: http://t.co/qXnOaQtYN8 http://t.co/JK7qmdfqgf","announces new nonstop connecting amp , 39 intro",Positive,Change,Flight Amenities
@VirginAmerica adds Austin-Dallas Love Field route. http://t.co/XWJoL55FLH http://t.co/Y8AOrMfkaC,adds AustinDallas Love Field route.,Positive,Change,Flight Change
@VirginAmerica sad to learn you no longer fly SFO &gt; PHL. Hope it returns!,sad to learn you no longer fly SFO gt PHL. Hope it returns!,Negative,Change,Flight Status
"@VirginAmerica - can you tweet me the Cancelled Flight/chng fee for a flight? or can I rebook under one of your affiliates? If so, who are afiliates?","can you tweet me the Cancelled Flightchng fee for a flight? or can I rebook under one of your affiliates? If so, who are afiliates?",Positive,Cancellation,Flight Cancellation
@VirginAmerica has the most INCREDIBLE customer service I've ever experienced! So refreshing!,has the most INCREDIBLE customer service Ive ever experienced! So refreshing!,Positive,Change,Customer Service
"@VirginAmerica Now, when will we see VirginAmerica come to Philadelphia (PHL).","Now, when will we see VirginAmerica come to Philadelphia PHL.",Positive,Change,Flight Loyalty Programs
"@VirginAmerica , am I dreaming? Did you really just open up a route between Dallas and Austin?! And does this mean Houston might be next?",", am I dreaming? Did you really just open up a route between Dallas and Austin?! And does this mean Houston might be next?",Negative,Inquiry,Feedback
@VirginAmerica OMG FINALLY,OMG FINALLY,Positive,Change,Feedback
@VirginAmerica to start 5xweekly #A319 flights from to #Dallas @DallasLoveField #Austin on 28APR #avgeek,to start 5xweekly flights from to on 28APR,Positive,Change,Flight Status
@VirginAmerica Nice to see you expanding in Texas but don't forget about us here in #SanDiego. I would love to see more flights out of here!,Nice to see you expanding in Texas but dont forget about us here in . I would love to see more flights out of here!,Positive,Feedback,Feedback
@VirginAmerica kinda sucked my earphone jack didn't work on my flight. They may want to look into that for future passengers,kinda sucked my earphone jack didnt work on my flight. They may want to look into that for future passengers,Negative,Inquiry,Suggestions
@VirginAmerica Very poor experience. First computer problem now seat malfunction. Stuck. Missing meeting in San Diego.,Very poor experience. First computer problem now seat malfunction. Stuck. Missing meeting in San Diego.,Negative,Seating,Flight Seating
"@VirginAmerica to battle @SouthwestAir on @DallasLoveField-@AUStinAirport route 
http://t.co/6RLz0EBk2X via @usatoday",to battle on route via,Negative,Change,Flight Status
@VirginAmerica #thankyou the DAL-AUS route makes my day!!!!,the DALAUS route makes my day!!!!,Positive,Change,Flight Amenities
@virginamerica awesome deals DAL-AUS for only $39 each way! https://t.co/xCVQXYkg49,awesome deals DALAUS for only 39 each way!,Positive,Discounts,Flight Discounts
@VirginAmerica I miss the #nerdbird in San Jose,I miss the in San Jose,Negative,Change,Feedback
"@VirginAmerica love it, taking @SouthwestAir on in their backyard! Consumers win when biz competes.","love it, taking on in their backyard! Consumers win when biz competes.",Positive,Change,Feedback
@VirginAmerica ​ is flying from Love to Austin now. That is most excellent news.,is flying from Love to Austin now. That is most excellent news.,Positive,Change,Flight Status
@VirginAmerica can we make every VX plane with #nerdbird? Why should Austin be the only one getting nerd love?,can we make every VX plane with ? Why should Austin be the only one getting nerd love?,Positive,Complaint,Suggestions
@VirginAmerica please add more frequency to PDX Portland,please add more frequency to PDX Portland,Positive,Change,Suggestions
@VirginAmerica Congrats VX on the new route! ✈️🎉,Congrats VX on the new route!,Positive,Change,Flight Change
"@VirginAmerica I tried that. You offered to charge me an additional $1k for a new ticket or be stranded until Thurs. 1st time, last time.","I tried that. You offered to charge me an additional 1k for a new ticket or be stranded until Thurs. 1st time, last time.",Negative,Change,Customer Service
@VirginAmerica @AmericanAir can u help with flights to get a 2y old battling cancer who needs treatment in 🇺🇸 @FreyaBevan_Fund 💗 🎀 💗,can u help with flights to get a 2y old battling cancer who needs treatment in,Positive,Support,Flight Discounts
"@VirginAmerica Never had a bad experience before, but this one took the cake. Now extortion for carry on items as well?","Never had a bad experience before, but this one took the cake. Now extortion for carry on items as well?",Negative,Complaint,Baggage Issues
